Image Name | Expected Plate | Detected Plate | Match | Confidence | CER 
C040OC116.png | c040oc116 | dl0c21 | ✗ | 0.09 | 0.33 
C044OP26.png | c044op26 | 26 | ✗ | 1.00 | 0.25 
C049YB52.png | c049yb52 | c049y852] | ✗ | 0.12 | 0.75 
E007CX98.png | e007cx98 | 98 | ✗ | 1.00 | 0.25 
E007CY46.png | e007cy46 | boozcye | ✗ | 0.17 | 0.25 
E007HB134.png | e007hb134 | ruse | ✗ | 0.73 | 0.00 
E007HT750.png | e007ht750 | eoo7ht75q | ✗ | 0.16 | 0.67 
E007PT21.png | e007pt21 | eoozptei | ✗ | 0.13 | 0.38 
E007XA177.png | p467xp99 | 46 | ✗ | 1.00 | 0.25 
E007YH199.png | e007yh199 | rus | ✗ | 0.44 | 0.00 
E008KE142.png | e008ke142 | e008*17 | ✗ | 0.25 | 0.56 
E009BP198.png | e009bp198 | eoo9bpn98 | ✗ | 0.38 | 0.67 
E009PX29.png | e009px29 | 'oo9px29: | ✗ | 0.13 | 0.50 
E010EE89.png | e010ee89 | eo10e289 | ✗ | 0.28 | 0.75 
E010HT134.png | e010ht134 | rus | ✗ | 0.62 | 0.00 
E010OH799.png | e010oh799 | 'e0100h799 | ✗ | 0.26 | 0.78 
E010XA750.png | e010xa750 | eq1oxa750 | ✗ | 0.30 | 0.78 
E015EK763.png | e015ek763 | e015ek763 | ✓ | 0.41 | 1.00 
E016TT21.png | e016tt21 | eo16ti | ✗ | 0.88 | 0.50 
E017HA32.png | e017ha32 | e01zhabz] | ✗ | 0.47 | 0.50 
E018BO777.png | e018bo777 | rus | ✗ | 0.75 | 0.00 
E023KP14.png | e023kp14 | "e023kp14 | ✗ | 0.27 | 0.88 
E023KX98.png | e023kx98 | rus | ✗ | 0.99 | 0.00 
E026CC97.png | e026cc97 | e026cc | ✗ | 0.82 | 0.75 
E028CB82.png | e028cb82 | eo28cbbz] | ✗ | 0.41 | 0.50 
H003YE46.png | h003ye46 | 46 | ✗ | 1.00 | 0.25 
H004ET68.png | h004et68 | hooei | ✗ | 0.57 | 0.25 
H004HP152.png | h004hp152 | rus | ✗ | 0.43 | 0.00 
H004PC55.png | h004pc55 | hoogpces | ✗ | 0.73 | 0.38 
H004TH152.png | h004th152 | ho04th52 | ✗ | 0.16 | 0.78 
H004XO42.png | h004xo42 | hoo4xokz | ✗ | 0.25 | 0.50 
H005AO46.png | h005ao46 | hoosaq6 | ✗ | 0.23 | 0.38 
H005CO47.png | h005co47 | rus | ✗ | 0.42 | 0.00 
H007BP116.png | h007bp116 | hoozeetee | ✗ | 0.13 | 0.11 
H007MB177_0.png | h007mb177 | ~hoozmbizz | ✗ | 0.13 | 0.22 
H007PY97.png | h007py97 | 97 | ✗ | 1.00 | 0.25 
H007YE777.png | h007ye777 | bm | ✗ | 0.12 | 0.00 
H008BE58.png | h008be58 | hoo8beee | ✗ | 0.20 | 0.50 
H008OO39_0.png | h008oo39 | h00800r9 | ✗ | 0.49 | 0.62 
H010KT178.png | h010kt178 | rus | ✗ | 0.33 | 0.00 
H012XO750.png | h012xo750 | [ho12x07759 | ✗ | 0.33 | 0.44 
H014OT159.png | h014ot159 | t01401159 | ✗ | 0.24 | 0.67 
H016TO39_0.png | h016to39 | :h0161039 | ✗ | 0.22 | 0.62 
H018AH32.png | h018ah32 | rus | ✗ | 0.98 | 0.00 
H018KY777.png | h018ky777 | ho18ky7zz | ✗ | 0.23 | 0.67 
H019KP32.png | h019kp32 | rus | ✗ | 0.83 | 0.00 
H020PC18.png | h020pc18 | [ho20pche | ✗ | 0.35 | 0.50 
K005CO16.png | k005co16 | kooscone | ✗ | 0.22 | 0.38 
K005EK46.png | k005ek46 | koo5ek46 | ✗ | 0.61 | 0.75 
K005HH750.png | k005hh750 | rus | ✗ | 0.34 | 0.00 
K005PO39.png | k005po39 | 39 | ✗ | 1.00 | 0.25 
K005YK77.png | k005yk77 | rus | ✗ | 0.39 | 0.00 
K006YK163_0.png | k006yk163 | k006ykngg | ✗ | 0.23 | 0.67 
K007AK76.png | k007ak76 | koozak76; | ✗ | 0.57 | 0.50 
K007BA77_0.png | k007ba77 | 'k0o7bafz | ✗ | 0.23 | 0.50 
K007XO750.png | k007xo750 | koozxo759] | ✗ | 0.57 | 0.44 
K007YY102.png | k007yy102 | koozyyn2 | ✗ | 0.16 | 0.44 
K007YY31_0.png | k007yy31 | koo7yy31 | ✗ | 0.17 | 0.75 
K010BK102.png | k010bk102 | ko1obk102 | ✗ | 0.55 | 0.78 
K010BT71_0.png | k010bt71 | ko10bt7t | ✗ | 0.39 | 0.75 
K010KB10.png | k010kb10 | ko1okb | ✗ | 0.96 | 0.50 
K011KK152.png | k011kk152 | ko11kk752 | ✗ | 0.35 | 0.78 
K011KO32.png | k011ko32 | 32 | ✗ | 0.98 | 0.25 
K013KK98_0.png | k013kk98 | tk013kk98 | ✗ | 0.30 | 0.88 
K016PP90.png | k016pp90 | ek016ppi9q | ✗ | 0.32 | 0.62 
K017HC71.png | k017hc71 | k01zhczl | ✗ | 0.23 | 0.62 
K017KX102.png | k017kx102 | 1k017k*102 | ✗ | 0.11 | 0.78 
K021AT134.png | k021at134 | rus | ✗ | 0.96 | 0.00 
K021OA163.png | k021oa163 | k02104n63 | ✗ | 0.81 | 0.67 
M222XC16_0.png | m222xc16 | 'm222{c16 | ✗ | 0.21 | 0.75 
M246XB102_0.png | m246xb102 | rus | ✗ | 1.00 | 0.00 
M249TH37_0.png | m249th37 | m249 | ✗ | 0.84 | 0.50 
M282MM46_0.png | m282mm46 | [m282mn36 | ✗ | 0.28 | 0.62 
M331AX46_0.png | m331ax46 | tm3s1ax463 | ✗ | 0.19 | 0.62 
M337MP68_0.png | m337mp68 | [m337mr68 | ✗ | 0.08 | 0.75 
M350XP31_0.png | m350xp31 | m50xpkl | ✗ | 0.20 | 0.62 
M400CC47_0.png | m400cc47 | m4oocckz | ✗ | 0.52 | 0.50 
M400KH40_0.png | m400kh40 | m4ookhizo: | ✗ | 0.48 | 0.25 
M408PK86_0.png | m408pk86 | pm4o8pkb6 | ✗ | 0.10 | 0.62 
M419BO163_0.png | m419bo163 | m419b0n163 | ✗ | 0.54 | 0.78 
M490XM54_0.png | m490xm54 | m49oxm5l | ✗ | 0.27 | 0.75 
M500EP163_0.png | m500ep163 | msooer6z | ✗ | 0.14 | 0.33 
M505AM116_0.png | m505am116 | 116 | ✗ | 0.98 | 0.33 
M570YP64_0.png | m570yp64 | "m570yp164 | ✗ | 0.35 | 0.75 
M600CO37_0.png | m600co37 | m6oo | ✗ | 0.78 | 0.38 
M613MM48_0.png | m613mm48 | m613mmee} | ✗ | 0.23 | 0.62 
M646AA197_0.png | m646aa197 | m646aa19z: | ✗ | 0.25 | 0.78 
M650TH116_0.png | m650th116 | rusi | ✗ | 0.55 | 0.00 
M670AB99_0.png | m670ab99 | m670ab99 | ✓ | 0.41 | 1.00 
M701PH36_0.png | m701ph36 | "mzoaphke | ✗ | 0.36 | 0.25 
M702BO31_0.png | m702bo31 | m702b031 | ✗ | 0.61 | 0.88 
O001BA161.png | o001ba161 | oo01b4161 | ✗ | 0.15 | 0.78 
O001KP43_0.png | o001kp43 | ooo1kp5 | ✗ | 0.33 | 0.50 
O001MX54_0.png | o001mx54 | 000imxes | ✗ | 0.27 | 0.50 
O001TO22.png | o001to22 | 00011022 | ✗ | 0.95 | 0.62 
O002HX98_0.png | o002hx98 | 00024k98 | ✗ | 0.33 | 0.62 
O002OO97.png | o002oo97 | rus | ✗ | 1.00 | 0.00 
O003BC73.png | o003bc73 | 73 | ✗ | 1.00 | 0.25 
O003CT72.png | o003ct72 | 0003ct72 | ✗ | 0.54 | 0.88 
O003TX96.png | o003tx96 | 00031x% | ✗ | 0.31 | 0.50 
O003XY777.png | o003xy777 | 0o03xy777 | ✗ | 0.20 | 0.78 
O005AB05.png | o005ab05 | rus | ✗ | 0.99 | 0.00 
O005BY199.png | o005by199 | rus | ✗ | 0.91 | 0.00 
O005CB54.png | o005cb54 | r00o5cb6z | ✗ | 0.04 | 0.50 
O005HX72.png | o005hx72 | 0o05hxl72 | ✗ | 0.12 | 0.62 
O005HY177.png | o005hy177 | 'ooo5hy177] | ✗ | 0.14 | 0.56 
O005YB55.png | o005yb55 | "0005v8531 | ✗ | 0.19 | 0.25 
O006AO136.png | o006ao136 | 0o0bloug | ✗ | 0.06 | 0.22 
O007KO78.png | o007ko78 | '0007koize | ✗ | 0.31 | 0.38 
O007OC750.png | o007oc750 | rus | ✗ | 0.41 | 0.00 
O007PO52.png | o007po52 | 0007po52 | ✗ | 0.55 | 0.88 
O008PP36.png | o008pp36 | ooobreee | ✗ | 0.03 | 0.12 
O009PP777.png | o009pp777 | ooo9pp777 | ✗ | 0.81 | 0.78 
P006CA71.png | p006ca71 | poo6cazi | ✗ | 0.24 | 0.50 
P007KK99.png | p007kk99 | poozkko? | ✗ | 0.32 | 0.38 
P007PC63.png | p007pc63 | roozrc63 | ✗ | 0.46 | 0.38 
P007XT199_0.png | p007xt199 | poozxtn99 | ✗ | 0.22 | 0.56 
P008BM197_0.png | p008bm197 | poobbmn9 | ✗ | 0.29 | 0.44 
P008OM34_0.png | p008om34 | poo8om3z | ✗ | 0.22 | 0.62 
P009EX77.png | p009ex77 | rus | ✗ | 0.75 | 0.00 
P009OO152.png | p009oo152 | ro09oo15z | ✗ | 0.12 | 0.67 
P010AM197_0.png | p010am197 | pooamt97 | ✗ | 0.32 | 0.56 
P010KX72.png | p010kx72 | po10kx72 | ✗ | 0.23 | 0.88 
P010PP190.png | p010pp190 | ruse | ✗ | 0.34 | 0.00 
P011EY56.png | p011ey56 | fpo11eyb6 | ✗ | 0.24 | 0.62 
P011YE71.png | p011ye71 | rus | ✗ | 0.85 | 0.00 
P012YY66.png | p012yy66 | 66 | ✗ | 1.00 | 0.25 
P015AT63.png | p015at63 | 63 | ✗ | 1.00 | 0.25 
P016TT123.png | p016tt123 | rus | ✗ | 0.80 | 0.00 
P022KO78.png | p022ko78 | rus | ✗ | 0.99 | 0.00 
P023YT57.png | p023yt57 | 023yt6z | ✗ | 0.33 | 0.62 
P035OP39.png | p035op39 | rus | ✗ | 1.00 | 0.00 
P041EX14.png | p041ex14 | poalxls | ✗ | 0.05 | 0.25 
P059BB31_0.png | p059bb31 | p0598b131 | ✗ | 0.37 | 0.75 
P062TC36.png | p062tc36 | p062tck36:] | ✗ | 0.26 | 0.62 
T009PP190.png | t009pp190 | ioogppi9 | ✗ | 0.10 | 0.33 
T010EB66_0.png | t010eb66 | 66 | ✗ | 0.99 | 0.25 
T013YB178.png | t013yb178 | i013yb178 | ✗ | 0.60 | 0.89 
T014YC56.png | t014yc56 | rus | ✗ | 0.83 | 0.00 
T017PC178.png | t017pc178 | rusl | ✗ | 0.28 | 0.00 
T022OH69.png | t022oh69 | 10220h169 | ✗ | 0.36 | 0.62 
T023TO178.png | t023to178 | [t02310n172 | ✗ | 0.20 | 0.44 
T024BX799.png | t024bx799 | rus | ✗ | 0.99 | 0.00 
T031KX77.png | t031kx77 | 1031k*z | ✗ | 0.11 | 0.50 
T031TH71.png | t031th71 | 60311474 | ✗ | 0.20 | 0.50 
T033YE54_0.png | t033ye54 | t033ye54 | ✓ | 0.26 | 1.00 
T038ET49.png | t038et49 | t038e749 | ✗ | 0.22 | 0.88 
T040TT42.png | t040tt42 | t040 | ✗ | 0.88 | 0.50 
T040YK174.png | t040yk174 | io4oykiz4 | ✗ | 0.15 | 0.44 
T042KE72.png | t042ke72 | wozat | ✗ | 0.01 | 0.00 
T042KK54.png | t042kk54 | t0424454 | ✗ | 0.52 | 0.75 
T047XP197.png | t047xp197 | rus | ✗ | 0.97 | 0.00 
T053BK799.png | t053bk799 | t053bk792 | ✗ | 0.25 | 0.89 
T060XX06.png | t060xx06 | t060xx06 | ✓ | 0.33 | 1.00 
T067TT61.png | t067tt61 | rus | ✗ | 0.95 | 0.00 
T070PH163.png | t070ph163 | iozoph1ez | ✗ | 0.10 | 0.33 
T072HX35_0.png | t072hx35 | t072hx35 | ✓ | 0.50 | 1.00 
X005AT61.png | x005at61 | koosat | ✗ | 0.25 | 0.25 
X005CY777.png | x005cy777 | x005cy772 | ✗ | 0.51 | 0.89 
X005YM150_0.png | x005ym150 | xoosym50 | ✗ | 0.81 | 0.56 
X006EH178.png | x006eh178 | xoobeh[7u | ✗ | 0.10 | 0.44 
X006HY190.png | x006hy190 | xoo6hylt9o | ✗ | 0.16 | 0.44 
X006XK47.png | x006xk47 | 47 | ✗ | 1.00 | 0.25 
X007AA72.png | x007aa72 | x007aa72 | ✓ | 0.21 | 1.00 
X007AT77.png | x007at77 | 77 | ✗ | 1.00 | 0.25 
X007XX47.png | x007xx47 | ruse | ✗ | 0.37 | 0.00 
X011HP750.png | x011hp750 | rus | ✗ | 0.96 | 0.00 
X012AK96.png | x012ak96 | ruse | ✗ | 0.46 | 0.00 
X013OO61.png | x013oo61 | x01300] | ✗ | 0.37 | 0.50 
X013PB163.png | x013pb163 | rus | ✗ | 0.95 | 0.00 
X013TK163.png | x013tk163 | rus | ✗ | 0.95 | 0.00 
X015OB116.png | x015ob116 | x0150b116 | ✗ | 0.69 | 0.89 
X020KX97.png | x020kx97 | rus | ✗ | 0.81 | 0.00 
X020XC750.png | x020xc750 | rus | ✗ | 0.90 | 0.00 
X022AB193.png | x022ab193 | xo22abi193 | ✗ | 0.46 | 0.78 
X025HY61.png | x025hy61 | 61 | ✗ | 1.00 | 0.25 
X028KH64.png | x028kh64 | 64 | ✗ | 1.00 | 0.25 
X035PY163.png | x035py163 | x03spy16z | ✗ | 0.32 | 0.78 
X039XT190.png | x039xt190 | x039xtngo | ✗ | 0.58 | 0.67 
Y001XO150.png | y001xo150 | yoo1xo15 | ✗ | 0.24 | 0.67 
Y001XP102.png | y001xp102 | yooaxpno2 | ✗ | 0.17 | 0.44 
Y001XT177.png | y001xt177 | rus | ✗ | 0.96 | 0.00 
Y003EA197.png | y003ea197 | yoo3ea192 | ✗ | 0.33 | 0.67 
Y003EC174.png | y003ec174 | y003ecn74 | ✗ | 0.48 | 0.89 
Y003TY52.png | y003ty52 | yo031yb2 | ✗ | 0.11 | 0.62 
Y004CY777.png | y004cy777 | foo4cyhz | ✗ | 0.10 | 0.33 
Y007PP777.png | y007pp777 | rus | ✗ | 0.97 | 0.00 
Y007TH96.png | y007th96 | y00z1h96 | ✗ | 0.13 | 0.75 
Y007XE777.png | y007xe777 | rus | ✗ | 0.97 | 0.00 
Y008XB199.png | y008xb199 | rus | ✗ | 0.87 | 0.00 
Y009AA197.png | y009aa197 | y0o9w | ✗ | 0.33 | 0.33 
Y009BX197.png | y009bx197 | ruse | ✗ | 0.76 | 0.00 
Y009TY178.png | y009ty178 | rus | ✗ | 0.94 | 0.00 
Y015HK33.png | y015hk33 | 33 | ✗ | 0.99 | 0.25 
Y016YC102.png | y016yc102 | bon6vcnoz | ✗ | 0.26 | 0.22 
Y018YK199.png | y018yk199 | yo18ykt | ✗ | 0.22 | 0.56 
Y019XH27.png | y019xh27 | 27 | ✗ | 1.00 | 0.25 
Y020PA77.png | y020pa77 | yo2opazz | ✗ | 0.26 | 0.50 
Y023OE178.png | y023oe178 | ruse | ✗ | 0.87 | 0.11 
Y024BH26.png | y024bh26 | yo24ehza | ✗ | 0.14 | 0.50 
Y026HE33.png | y026he33 | 7026 | ✗ | 0.07 | 0.38 


Summary:
Total Armenian images processed: 224
Successful Armenian matches: 70 (31.25%)
Failed Armenian matches: 154 (68.75%)
CER Armenian: 53.51%

Total Georgian images processed: 242
Successful Georgian matches: 70 (28.93%)
Failed Georgian matches: 172 (71.07%)
CER Georgian: 66.26%

Total European images processed: 209
Successful European matches: 57 (27.27%)
Failed European matches: 152 (72.73%)
CER European: 62.95%

Total Russian images processed: 264
Successful Russian matches: 7 (2.65%)
Failed Russian matches: 257 (97.35%)
CER Russian: 41.95%


Processing time: 12.30 seconds


Georgian images with no detected text (2):
- 39386594-39386594_4_0.png
- 39418672-39418672_8_1.png
